scrape_time,date,site_id,venue_name,time_range,booked,total,status,remark,condition,temperature,feels_like,wind_scale,precip,humidity,aqi
2026-05-21 07:56:31,2026-05-21,1,游泳馆,08:00-09:30,0,60,不开放/已过期,清洁消杀,晴,17,12,5,0.0,86,29
2026-05-21 07:59:26,2026-05-21,1,游泳馆,08:00-09:30,0,60,不开放/已过期,清洁消杀,晴,17,12,5,0.0,86,29
2026-05-21 00:30:49,2026-05-21,1,游泳馆,10:00-11:30,65,60,已售/已满,教学时间,多云,15,13,3,0.0,100,26
2026-05-21 01:00:55,2026-05-21,1,游泳馆,10:00-11:30,65,60,已售/已满,教学时间,多云,15,12,4,0.0,100,26
2026-05-21 01:30:47,2026-05-21,1,游泳馆,10:00-11:30,65,60,已售/已满,教学时间,多云,15,13,4,0.0,100,28
2026-05-21 02:00:53,2026-05-21,1,游泳馆,10:00-11:30,65,60,已售/已满,教学时间,多云,15,12,4,0.0,100,28
2026-05-21 02:30:49,2026-05-21,1,游泳馆,10:00-11:30,65,60,已售/已满,教学时间,多云,15,14,3,0.0,100,29
2026-05-21 03:00:55,2026-05-21,1,游泳馆,10:00-11:30,65,60,已售/已满,教学时间,多云,15,12,4,0.0,100,29
2026-05-21 03:30:49,2026-05-21,1,游泳馆,10:00-11:30,65,60,已售/已满,教学时间,多云,15,14,3,0.0,100,30
2026-05-21 04:30:45,2026-05-21,1,游泳馆,10:00-11:30,65,60,已售/已满,教学时间,多云,15,12,4,0.0,100,29
2026-05-21 05:00:52,2026-05-21,1,游泳馆,10:00-11:30,65,60,已售/已满,教学时间,多云,15,12,4,0.0,100,29
2026-05-21 05:30:49,2026-05-21,1,游泳馆,10:00-11:30,65,60,已售/已满,教学时间,多云,15,13,3,0.0,100,28
2026-05-21 06:00:50,2026-05-21,1,游泳馆,10:00-11:30,65,60,已售/已满,教学时间,多云,15,13,4,0.0,99,28
2026-05-21 06:30:38,2026-05-21,1,游泳馆,10:00-11:30,65,60,已售/已满,教学时间,多云,15,13,3,0.0,97,28
2026-05-21 07:00:43,2026-05-21,1,游泳馆,10:00-11:30,65,60,已售/已满,教学时间,晴,15,11,5,0.0,93,28
2026-05-21 07:30:39,2026-05-21,1,游泳馆,10:00-11:30,65,60,已售/已满,教学时间,晴,17,13,4,0.0,89,29
2026-05-21 07:50:40,2026-05-21,1,游泳馆,10:00-11:30,65,60,已售/已满,教学时间,晴,17,13,4,0.0,88,29
2026-05-21 07:53:31,2026-05-21,1,游泳馆,10:00-11:30,65,60,已售/已满,教学时间,晴,17,12,5,0.0,86,29
2026-05-21 07:56:31,2026-05-21,1,游泳馆,10:00-11:30,65,60,已售/已满,教学时间,晴,17,12,5,0.0,86,29
2026-05-21 07:59:26,2026-05-21,1,游泳馆,10:00-11:30,65,60,已售/已满,教学时间,晴,17,12,5,0.0,86,29
2026-05-21 00:30:49,2026-05-21,1,游泳馆,12:00-13:30,60,60,已售/已满,,多云,15,13,3,0.0,100,26
2026-05-21 01:00:55,2026-05-21,1,游泳馆,12:00-13:30,60,60,已售/已满,,多云,15,12,4,0.0,100,26
2026-05-21 01:30:47,2026-05-21,1,游泳馆,12:00-13:30,60,60,已售/已满,,多云,15,13,4,0.0,100,28
2026-05-21 02:00:53,2026-05-21,1,游泳馆,12:00-13:30,59,60,可预约,￥0.0,多云,15,12,4,0.0,100,28
2026-05-21 02:30:49,2026-05-21,1,游泳馆,12:00-13:30,59,60,可预约,￥0.0,多云,15,14,3,0.0,100,29
2026-05-21 03:00:55,2026-05-21,1,游泳馆,12:00-13:30,59,60,可预约,￥0.0,多云,15,12,4,0.0,100,29
2026-05-21 03:30:49,2026-05-21,1,游泳馆,12:00-13:30,59,60,可预约,￥0.0,多云,15,14,3,0.0,100,30
2026-05-21 04:30:45,2026-05-21,1,游泳馆,12:00-13:30,59,60,可预约,￥0.0,多云,15,12,4,0.0,100,29
2026-05-21 05:00:52,2026-05-21,1,游泳馆,12:00-13:30,59,60,可预约,￥0.0,多云,15,12,4,0.0,100,29
2026-05-21 05:30:49,2026-05-21,1,游泳馆,12:00-13:30,59,60,可预约,￥0.0,多云,15,13,3,0.0,100,28
2026-05-21 06:00:50,2026-05-21,1,游泳馆,12:00-13:30,60,60,已售/已满,,多云,15,13,4,0.0,99,28
2026-05-21 06:30:38,2026-05-21,1,游泳馆,12:00-13:30,60,60,已售/已满,,多云,15,13,3,0.0,97,28
2026-05-21 07:00:43,2026-05-21,1,游泳馆,12:00-13:30,60,60,已售/已满,,晴,15,11,5,0.0,93,28
2026-05-21 07:30:39,2026-05-21,1,游泳馆,12:00-13:30,60,60,已售/已满,,晴,17,13,4,0.0,89,29
2026-05-21 07:50:40,2026-05-21,1,游泳馆,12:00-13:30,60,60,已售/已满,,晴,17,13,4,0.0,88,29
2026-05-21 07:53:31,2026-05-21,1,游泳馆,12:00-13:30,60,60,已售/已满,,晴,17,12,5,0.0,86,29
2026-05-21 07:56:31,2026-05-21,1,游泳馆,12:00-13:30,60,60,已售/已满,,晴,17,12,5,0.0,86,29
2026-05-21 07:59:26,2026-05-21,1,游泳馆,12:00-13:30,60,60,已售/已满,,晴,17,12,5,0.0,86,29
2026-05-21 00:30:49,2026-05-21,1,游泳馆,14:00-15:30,13,60,可预约,￥15.0,多云,15,13,3,0.0,100,26
2026-05-21 01:00:55,2026-05-21,1,游泳馆,14:00-15:30,13,60,可预约,￥15.0,多云,15,12,4,0.0,100,26
2026-05-21 01:30:47,2026-05-21,1,游泳馆,14:00-15:30,13,60,可预约,￥15.0,多云,15,13,4,0.0,100,28
2026-05-21 02:00:53,2026-05-21,1,游泳馆,14:00-15:30,13,60,可预约,￥15.0,多云,15,12,4,0.0,100,28
2026-05-21 02:30:49,2026-05-21,1,游泳馆,14:00-15:30,13,60,可预约,￥15.0,多云,15,14,3,0.0,100,29
2026-05-21 03:00:55,2026-05-21,1,游泳馆,14:00-15:30,13,60,可预约,￥15.0,多云,15,12,4,0.0,100,29
2026-05-21 03:30:49,2026-05-21,1,游泳馆,14:00-15:30,13,60,可预约,￥15.0,多云,15,14,3,0.0,100,30
2026-05-21 04:30:45,2026-05-21,1,游泳馆,14:00-15:30,13,60,可预约,￥15.0,多云,15,12,4,0.0,100,29
2026-05-21 05:00:52,2026-05-21,1,游泳馆,14:00-15:30,13,60,可预约,￥15.0,多云,15,12,4,0.0,100,29
2026-05-21 05:30:49,2026-05-21,1,游泳馆,14:00-15:30,13,60,可预约,￥15.0,多云,15,13,3,0.0,100,28
2026-05-21 06:00:50,2026-05-21,1,游泳馆,14:00-15:30,13,60,可预约,￥15.0,多云,15,13,4,0.0,99,28
2026-05-21 06:30:38,2026-05-21,1,游泳馆,14:00-15:30,13,60,可预约,￥15.0,多云,15,13,3,0.0,97,28
2026-05-21 07:00:43,2026-05-21,1,游泳馆,14:00-15:30,13,60,可预约,￥15.0,晴,15,11,5,0.0,93,28
2026-05-21 07:30:39,2026-05-21,1,游泳馆,14:00-15:30,13,60,可预约,￥15.0,晴,17,13,4,0.0,89,29
2026-05-21 07:50:40,2026-05-21,1,游泳馆,14:00-15:30,13,60,可预约,￥15.0,晴,17,13,4,0.0,88,29
2026-05-21 07:53:31,2026-05-21,1,游泳馆,14:00-15:30,13,60,可预约,￥15.0,晴,17,12,5,0.0,86,29
2026-05-21 07:56:31,2026-05-21,1,游泳馆,14:00-15:30,13,60,可预约,￥15.0,晴,17,12,5,0.0,86,29
2026-05-21 07:59:26,2026-05-21,1,游泳馆,14:00-15:30,13,60,可预约,￥15.0,晴,17,12,5,0.0,86,29
2026-05-21 00:30:49,2026-05-21,1,游泳馆,16:00-17:30,7,60,可预约,￥15.0,多云,15,13,3,0.0,100,26
2026-05-21 01:00:55,2026-05-21,1,游泳馆,16:00-17:30,7,60,可预约,￥15.0,多云,15,12,4,0.0,100,26
2026-05-21 01:30:47,2026-05-21,1,游泳馆,16:00-17:30,7,60,可预约,￥15.0,多云,15,13,4,0.0,100,28
2026-05-21 02:00:53,2026-05-21,1,游泳馆,16:00-17:30,7,60,可预约,￥15.0,多云,15,12,4,0.0,100,28
2026-05-21 02:30:49,2026-05-21,1,游泳馆,16:00-17:30,7,60,可预约,￥15.0,多云,15,14,3,0.0,100,29
2026-05-21 03:00:55,2026-05-21,1,游泳馆,16:00-17:30,7,60,可预约,￥15.0,多云,15,12,4,0.0,100,29
2026-05-21 03:30:49,2026-05-21,1,游泳馆,16:00-17:30,7,60,可预约,￥15.0,多云,15,14,3,0.0,100,30
2026-05-21 04:30:45,2026-05-21,1,游泳馆,16:00-17:30,7,60,可预约,￥15.0,多云,15,12,4,0.0,100,29
2026-05-21 05:00:52,2026-05-21,1,游泳馆,16:00-17:30,7,60,可预约,￥15.0,多云,15,12,4,0.0,100,29
2026-05-21 05:30:49,2026-05-21,1,游泳馆,16:00-17:30,7,60,可预约,￥15.0,多云,15,13,3,0.0,100,28
2026-05-21 06:00:50,2026-05-21,1,游泳馆,16:00-17:30,7,60,可预约,￥15.0,多云,15,13,4,0.0,99,28
2026-05-21 06:30:38,2026-05-21,1,游泳馆,16:00-17:30,7,60,可预约,￥15.0,多云,15,13,3,0.0,97,28
2026-05-21 07:00:43,2026-05-21,1,游泳馆,16:00-17:30,7,60,可预约,￥15.0,晴,15,11,5,0.0,93,28
2026-05-21 07:30:39,2026-05-21,1,游泳馆,16:00-17:30,7,60,可预约,￥15.0,晴,17,13,4,0.0,89,29
2026-05-21 07:50:40,2026-05-21,1,游泳馆,16:00-17:30,7,60,可预约,￥15.0,晴,17,13,4,0.0,88,29
2026-05-21 07:53:31,2026-05-21,1,游泳馆,16:00-17:30,7,60,可预约,￥15.0,晴,17,12,5,0.0,86,29
2026-05-21 07:56:31,2026-05-21,1,游泳馆,16:00-17:30,7,60,可预约,￥15.0,晴,17,12,5,0.0,86,29
2026-05-21 07:59:26,2026-05-21,1,游泳馆,16:00-17:30,7,60,可预约,￥15.0,晴,17,12,5,0.0,86,29
2026-05-21 00:30:49,2026-05-21,1,游泳馆,18:00-19:30,7,60,可预约,￥15.0,多云,15,13,3,0.0,100,26
2026-05-21 01:00:55,2026-05-21,1,游泳馆,18:00-19:30,9,60,可预约,￥15.0,多云,15,12,4,0.0,100,26
2026-05-21 01:30:47,2026-05-21,1,游泳馆,18:00-19:30,9,60,可预约,￥15.0,多云,15,13,4,0.0,100,28
2026-05-21 02:00:53,2026-05-21,1,游泳馆,18:00-19:30,9,60,可预约,￥15.0,多云,15,12,4,0.0,100,28
2026-05-21 02:30:49,2026-05-21,1,游泳馆,18:00-19:30,8,60,可预约,￥15.0,多云,15,14,3,0.0,100,29
2026-05-21 03:00:55,2026-05-21,1,游泳馆,18:00-19:30,8,60,可预约,￥15.0,多云,15,12,4,0.0,100,29
2026-05-21 03:30:49,2026-05-21,1,游泳馆,18:00-19:30,8,60,可预约,￥15.0,多云,15,14,3,0.0,100,30
2026-05-21 04:30:45,2026-05-21,1,游泳馆,18:00-19:30,8,60,可预约,￥15.0,多云,15,12,4,0.0,100,29
2026-05-21 05:00:52,2026-05-21,1,游泳馆,18:00-19:30,8,60,可预约,￥15.0,多云,15,12,4,0.0,100,29
2026-05-21 05:30:49,2026-05-21,1,游泳馆,18:00-19:30,8,60,可预约,￥15.0,多云,15,13,3,0.0,100,28
2026-05-21 06:00:50,2026-05-21,1,游泳馆,18:00-19:30,8,60,可预约,￥15.0,多云,15,13,4,0.0,99,28
2026-05-21 06:30:38,2026-05-21,1,游泳馆,18:00-19:30,8,60,可预约,￥15.0,多云,15,13,3,0.0,97,28
2026-05-21 07:00:43,2026-05-21,1,游泳馆,18:00-19:30,8,60,可预约,￥15.0,晴,15,11,5,0.0,93,28
2026-05-21 07:30:39,2026-05-21,1,游泳馆,18:00-19:30,8,60,可预约,￥15.0,晴,17,13,4,0.0,89,29
2026-05-21 07:50:40,2026-05-21,1,游泳馆,18:00-19:30,8,60,可预约,￥15.0,晴,17,13,4,0.0,88,29
2026-05-21 07:53:31,2026-05-21,1,游泳馆,18:00-19:30,8,60,可预约,￥15.0,晴,17,12,5,0.0,86,29
2026-05-21 07:56:31,2026-05-21,1,游泳馆,18:00-19:30,8,60,可预约,￥15.0,晴,17,12,5,0.0,86,29
2026-05-21 07:59:26,2026-05-21,1,游泳馆,18:00-19:30,8,60,可预约,￥15.0,晴,17,12,5,0.0,86,29
2026-05-21 00:30:49,2026-05-21,1,游泳馆,20:00-21:30,11,60,可预约,￥15.0,多云,15,13,3,0.0,100,26
2026-05-21 01:00:55,2026-05-21,1,游泳馆,20:00-21:30,11,60,可预约,￥15.0,多云,15,12,4,0.0,100,26
2026-05-21 01:30:47,2026-05-21,1,游泳馆,20:00-21:30,11,60,可预约,￥15.0,多云,15,13,4,0.0,100,28
2026-05-21 02:00:53,2026-05-21,1,游泳馆,20:00-21:30,11,60,可预约,￥15.0,多云,15,12,4,0.0,100,28
2026-05-21 02:30:49,2026-05-21,1,游泳馆,20:00-21:30,11,60,可预约,￥15.0,多云,15,14,3,0.0,100,29
2026-05-21 03:00:55,2026-05-21,1,游泳馆,20:00-21:30,11,60,可预约,￥15.0,多云,15,12,4,0.0,100,29
2026-05-21 03:30:49,2026-05-21,1,游泳馆,20:00-21:30,11,60,可预约,￥15.0,多云,15,14,3,0.0,100,30
2026-05-21 04:30:45,2026-05-21,1,游泳馆,20:00-21:30,11,60,可预约,￥15.0,多云,15,12,4,0.0,100,29
2026-05-21 05:00:52,2026-05-21,1,游泳馆,20:00-21:30,11,60,可预约,￥15.0,多云,15,12,4,0.0,100,29
2026-05-21 05:30:49,2026-05-21,1,游泳馆,20:00-21:30,11,60,可预约,￥15.0,多云,15,13,3,0.0,100,28
2026-05-21 06:00:50,2026-05-21,1,游泳馆,20:00-21:30,11,60,可预约,￥15.0,多云,15,13,4,0.0,99,28
2026-05-21 06:30:38,2026-05-21,1,游泳馆,20:00-21:30,11,60,可预约,￥15.0,多云,15,13,3,0.0,97,28
2026-05-21 07:00:43,2026-05-21,1,游泳馆,20:00-21:30,11,60,可预约,￥15.0,晴,15,11,5,0.0,93,28
2026-05-21 07:30:39,2026-05-21,1,游泳馆,20:00-21:30,11,60,可预约,￥15.0,晴,17,13,4,0.0,89,29
2026-05-21 07:50:40,2026-05-21,1,游泳馆,20:00-21:30,11,60,可预约,￥15.0,晴,17,13,4,0.0,88,29
2026-05-21 07:53:31,2026-05-21,1,游泳馆,20:00-21:30,11,60,可预约,￥15.0,晴,17,12,5,0.0,86,29
2026-05-21 07:56:31,2026-05-21,1,游泳馆,20:00-21:30,11,60,可预约,￥15.0,晴,17,12,5,0.0,86,29
2026-05-21 07:59:26,2026-05-21,1,游泳馆,20:00-21:30,11,60,可预约,￥15.0,晴,17,12,5,0.0,86,29
2026-05-21 00:30:49,2026-05-21,2,乒乓球厅-10号,07:00-08:00,0,1,可预约,￥0.0,多云,15,13,3,0.0,100,26
2026-05-21 01:00:55,2026-05-21,2,乒乓球厅-10号,07:00-08:00,0,1,可预约,￥0.0,多云,15,12,4,0.0,100,26
2026-05-21 01:30:47,2026-05-21,2,乒乓球厅-10号,07:00-08:00,0,1,可预约,￥0.0,多云,15,13,4,0.0,100,28
2026-05-21 02:00:53,2026-05-21,2,乒乓球厅-10号,07:00-08:00,0,1,可预约,￥0.0,多云,15,12,4,0.0,100,28
2026-05-21 02:30:49,2026-05-21,2,乒乓球厅-10号,07:00-08:00,0,1,可预约,￥0.0,多云,15,14,3,0.0,100,29
2026-05-21 03:00:55,2026-05-21,2,乒乓球厅-10号,07:00-08:00,0,1,可预约,￥0.0,多云,15,12,4,0.0,100,29
2026-05-21 03:30:49,2026-05-21,2,乒乓球厅-10号,07:00-08:00,0,1,可预约,￥0.0,多云,15,14,3,0.0,100,30
2026-05-21 04:30:45,2026-05-21,2,乒乓球厅-10号,07:00-08:00,0,1,可预约,￥0.0,多云,15,12,4,0.0,100,29
2026-05-21 05:00:52,2026-05-21,2,乒乓球厅-10号,07:00-08:00,0,1,可预约,￥0.0,多云,15,12,4,0.0,100,29
2026-05-21 05:30:49,2026-05-21,2,乒乓球厅-10号,07:00-08:00,0,1,可预约,￥0.0,多云,15,13,3,0.0,100,28
2026-05-21 06:00:50,2026-05-21,2,乒乓球厅-10号,07:00-08:00,0,1,可预约,￥0.0,多云,15,13,4,0.0,99,28
2026-05-21 06:30:38,2026-05-21,2,乒乓球厅-10号,07:00-08:00,0,1,可预约,￥0.0,多云,15,13,3,0.0,97,28
2026-05-21 07:00:43,2026-05-21,2,乒乓球厅-10号,07:00-08:00,0,1,可预约,￥0.0,晴,15,11,5,0.0,93,28
2026-05-21 07:30:39,2026-05-21,2,乒乓球厅-10号,07:00-08:00,0,1,可预约,￥0.0,晴,17,13,4,0.0,89,29
2026-05-21 07:50:40,2026-05-21,2,乒乓球厅-10号,07:00-08:00,0,1,可预约,￥0.0,晴,17,13,4,0.0,88,29
2026-05-21 07:53:31,2026-05-21,2,乒乓球厅-10号,07:00-08:00,0,1,可预约,￥0.0,晴,17,12,5,0.0,86,29
2026-05-21 07:56:31,2026-05-21,2,乒乓球厅-10号,07:00-08:00,0,1,可预约,￥0.0,晴,17,12,5,0.0,86,29
2026-05-21 07:59:26,2026-05-21,2,乒乓球厅-10号,07:00-08:00,0,1,可预约,￥0.0,晴,17,12,5,0.0,86,29
2026-05-21 00:30:49,2026-05-21,2,乒乓球厅-10号,08:00-09:00,0,1,可预约,￥0.0,多云,15,13,3,0.0,100,26
2026-05-21 01:00:55,2026-05-21,2,乒乓球厅-10号,08:00-09:00,0,1,可预约,￥0.0,多云,15,12,4,0.0,100,26
2026-05-21 01:30:47,2026-05-21,2,乒乓球厅-10号,08:00-09:00,0,1,可预约,￥0.0,多云,15,13,4,0.0,100,28
2026-05-21 02:00:53,2026-05-21,2,乒乓球厅-10号,08:00-09:00,0,1,可预约,￥0.0,多云,15,12,4,0.0,100,28
2026-05-21 02:30:49,2026-05-21,2,乒乓球厅-10号,08:00-09:00,0,1,可预约,￥0.0,多云,15,14,3,0.0,100,29
2026-05-21 03:00:55,2026-05-21,2,乒乓球厅-10号,08:00-09:00,0,1,可预约,￥0.0,多云,15,12,4,0.0,100,29
2026-05-21 03:30:49,2026-05-21,2,乒乓球厅-10号,08:00-09:00,0,1,可预约,￥0.0,多云,15,14,3,0.0,100,30
2026-05-21 04:30:45,2026-05-21,2,乒乓球厅-10号,08:00-09:00,0,1,可预约,￥0.0,多云,15,12,4,0.0,100,29
2026-05-21 05:00:52,2026-05-21,2,乒乓球厅-10号,08:00-09:00,0,1,可预约,￥0.0,多云,15,12,4,0.0,100,29
2026-05-21 05:30:49,2026-05-21,2,乒乓球厅-10号,08:00-09:00,0,1,可预约,￥0.0,多云,15,13,3,0.0,100,28
2026-05-21 06:00:50,2026-05-21,2,乒乓球厅-10号,08:00-09:00,0,1,可预约,￥0.0,多云,15,13,4,0.0,99,28
2026-05-21 06:30:38,2026-05-21,2,乒乓球厅-10号,08:00-09:00,0,1,可预约,￥0.0,多云,15,13,3,0.0,97,28
2026-05-21 07:00:43,2026-05-21,2,乒乓球厅-10号,08:00-09:00,0,1,可预约,￥0.0,晴,15,11,5,0.0,93,28
2026-05-21 07:30:39,2026-05-21,2,乒乓球厅-10号,08:00-09:00,0,1,可预约,￥0.0,晴,17,13,4,0.0,89,29
2026-05-21 07:50:40,2026-05-21,2,乒乓球厅-10号,08:00-09:00,0,1,可预约,￥0.0,晴,17,13,4,0.0,88,29
2026-05-21 07:53:31,2026-05-21,2,乒乓球厅-10号,08:00-09:00,0,1,可预约,￥0.0,晴,17,12,5,0.0,86,29
2026-05-21 07:56:31,2026-05-21,2,乒乓球厅-10号,08:00-09:00,0,1,可预约,￥0.0,晴,17,12,5,0.0,86,29
2026-05-21 07:59:26,2026-05-21,2,乒乓球厅-10号,08:00-09:00,0,1,可预约,￥0.0,晴,17,12,5,0.0,86,29
2026-05-21 00:30:49,2026-05-21,2,乒乓球厅-10号,09:00-10:00,0,1,可预约,￥5.0,多云,15,13,3,0.0,100,26
2026-05-21 01:00:55,2026-05-21,2,乒乓球厅-10号,09:00-10:00,0,1,可预约,￥5.0,多云,15,12,4,0.0,100,26
2026-05-21 01:30:47,2026-05-21,2,乒乓球厅-10号,09:00-10:00,0,1,可预约,￥5.0,多云,15,13,4,0.0,100,28
2026-05-21 02:00:53,2026-05-21,2,乒乓球厅-10号,09:00-10:00,0,1,可预约,￥5.0,多云,15,12,4,0.0,100,28
2026-05-21 02:30:49,2026-05-21,2,乒乓球厅-10号,09:00-10:00,0,1,可预约,￥5.0,多云,15,14,3,0.0,100,29
2026-05-21 03:00:55,2026-05-21,2,乒乓球厅-10号,09:00-10:00,0,1,可预约,￥5.0,多云,15,12,4,0.0,100,29
2026-05-21 03:30:49,2026-05-21,2,乒乓球厅-10号,09:00-10:00,0,1,可预约,￥5.0,多云,15,14,3,0.0,100,30
2026-05-21 04:30:45,2026-05-21,2,乒乓球厅-10号,09:00-10:00,0,1,可预约,￥5.0,多云,15,12,4,0.0,100,29
2026-05-21 05:00:52,2026-05-21,2,乒乓球厅-10号,09:00-10:00,0,1,可预约,￥5.0,多云,15,12,4,0.0,100,29
2026-05-21 05:30:49,2026-05-21,2,乒乓球厅-10号,09:00-10:00,0,1,可预约,￥5.0,多云,15,13,3,0.0,100,28
2026-05-21 06:00:50,2026-05-21,2,乒乓球厅-10号,09:00-10:00,0,1,可预约,￥5.0,多云,15,13,4,0.0,99,28
2026-05-21 06:30:38,2026-05-21,2,乒乓球厅-10号,09:00-10:00,0,1,可预约,￥5.0,多云,15,13,3,0.0,97,28
2026-05-21 07:00:43,2026-05-21,2,乒乓球厅-10号,09:00-10:00,0,1,可预约,￥5.0,晴,15,11,5,0.0,93,28
2026-05-21 07:30:39,2026-05-21,2,乒乓球厅-10号,09:00-10:00,0,1,可预约,￥5.0,晴,17,13,4,0.0,89,29
2026-05-21 07:50:40,2026-05-21,2,乒乓球厅-10号,09:00-10:00,0,1,可预约,￥5.0,晴,17,13,4,0.0,88,29
2026-05-21 07:53:31,2026-05-21,2,乒乓球厅-10号,09:00-10:00,0,1,可预约,￥5.0,晴,17,12,5,0.0,86,29
2026-05-21 07:56:31,2026-05-21,2,乒乓球厅-10号,09:00-10:00,0,1,可预约,￥5.0,晴,17,12,5,0.0,86,29
2026-05-21 07:59:26,2026-05-21,2,乒乓球厅-10号,09:00-10:00,0,1,可预约,￥5.0,晴,17,12,5,0.0,86,29
2026-05-21 00:30:49,2026-05-21,2,乒乓球厅-10号,10:00-11:00,1,1,已售/已满,教学时间,多云,15,13,3,0.0,100,26
2026-05-21 01:00:55,2026-05-21,2,乒乓球厅-10号,10:00-11:00,1,1,已售/已满,教学时间,多云,15,12,4,0.0,100,26
2026-05-21 01:30:47,2026-05-21,2,乒乓球厅-10号,10:00-11:00,1,1,已售/已满,教学时间,多云,15,13,4,0.0,100,28
